tconst,Year,awardName,categoryName,isWinner,otherAwards,primaryNominees,nconst,secondaryNominees,Name,releaseYear,Genre1,AdjustedTotalGross
tt4419196,2017,Art Cinema Award,Best Feature,False,False,Mathilde,nm0879783,Aleksey Uchitel,Mathilde,2017.0,Others,9708783
tt5584796,2017,Art Cinema Award,Best Feature,False,False,Tehran Taboo,nm3468275,Ali Soozandeh,Tehran Taboo,2017.0,Others,439940
tt5586052,2017,Art Cinema Award,Best Feature,False,False,The Invisibles,nm3189680,Claus Räfle,The Invisibles,2017.0,Others,1690237
tt7213936,2017,Art Cinema Award,Best Feature,False,False,What Will People Say,nm1155348,Iram Haq,What Will People Say,2018.0,Drama,2222459
tt4636254,2017,Michel Award,,False,False,Little Wing,nm1437990,Selma Vilhunen,Little Wing,2017.0,Drama,384817
tt5723028,2017,Michel Award,,False,False,Oskars Amerika,nm3081350,Torfinn Iversen,Oskars Amerika,2017.0,Others,60956
tt5912052,2017,Michel Award,,False,False,Rudolf the Black Cat,nm9174483,Motonori Sakakibara,Rudolf the Black Cat,2016.0,Others,14636986
tt5957120,2017,Michel Award,,False,False,The Fantastic Family Hotel,nm0396933,Ineke Houtman,The Fantastic Family Hotel,2017.0,Comedy,168181
tt6541110,2017,Michel Award,,False,False,Tian Lai Meng Xiang,nm8530840,Wei Zhang,Tian Lai Meng Xiang,2019.0,Drama,15069
tt7106928,2017,Political Film Award,,False,False,Birds Are Singing in Kigali,nm1732806,Joanna Kos-Krauze,Birds Are Singing in Kigali,2017.0,Drama,64927
tt3699354,2017,Political Film Award,,False,False,Citizen Jane: Battle for the City,nm2961289,Matt Tyrnauer,Citizen Jane: Battle for the City,2017.0,Others,665232
tt5460548,2017,Political Film Award,,False,False,Corporate,nm2216739,Nicolas Silhol,Corporate,2017.0,Drama,2110300
tt5239558,2017,Political Film Award,,False,False,Men Don't Cry,nm2283926,Alen Drljevic,Men Don't Cry,2017.0,Drama,11162
tt6060960,2017,Sichtwechsel Film Award,,True,True,The Future Perfect,nm3396820,Nele Wohlatz,The Future Perfect,2017.0,Drama,119
tt6805366,2017,Sichtwechsel Film Award,,False,False,Makala,nm1463658,Emmanuel Gras,Makala,2018.0,Others,128988
tt7262052,2017,Sichtwechsel Film Award,,False,False,Soldiers: Story from Ferentari,nm3875677,Ivana Mladenovic,Soldiers. Story from Ferentari,2018.0,Drama,23664
tt5636222,2017,Sichtwechsel Film Award,,False,False,Some Like It Veiled,nm0007622,Sou Abadi,Some Like It Veiled,2018.0,Comedy,1772843
tt5715874,2017,Sichtwechsel Film Award,,False,False,The Killing of a Sacred Deer,nm0487166,Yorgos Lanthimos,The Killing of a Sacred Deer,2017.0,Drama,9654688
tt5027774,2017,Sichtwechsel Film Award,,False,False,"Three Billboards Outside Ebbing, Missouri",nm1732981,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",2017.0,Others,221547257
tt6832936,2017,Sichtwechsel Film Award,,False,False,"Worst Case, We Get Married",nm0690794,Léa Pool,"Worst Case, We Get Married",2017.0,Drama,21567
tt8269552,2018,Douglas Sirk Award,,True,False,3 Faces,nm0070159,Jafar Panahi,3 Faces,2019.0,Drama,2262523
tt7279180,2018,Audience Award,,True,True,Sunny Side,nm0379773,Felix Herngren,Sunny Side,2017.0,Comedy,2236664
tt7541200,2018,Audience Award,,False,False,3 Million Euros,nm4991160,Tadas Vidmantas,Trys Milijonai Euru,2017.0,Comedy,1773082
tt8398768,2018,Audience Award,,False,False,Dany,nm1460782,François Damiens,Dany,2018.0,Drama,2113428
tt6982104,2018,Audience Award,,False,False,Metti la nonna in freezer,nm5189098,Giancarlo Fontana,Metti la nonna in freezer,2018.0,Comedy,4084305
tt5335314,2018,Audience Award,,False,False,One Step Behind the Seraphim,nm3212856,Daniel Sandu,One Step Behind the Seraphim,2017.0,Drama,108895
tt7502234,2018,Young Talent Award,Best Feature Film,True,True,Little Tickles,nm8202045,Andréa Bescond,Little Tickles,2018.0,Drama,2794896
tt8473642,2018,Young Talent Award,Best Feature Film,False,False,Domestique,nm8578900,Adam Sedlák,Domestique,2018.0,Drama,5943
