tconst,Year,awardName,categoryName,isWinner,otherAwards,primaryNominees,nconst,secondaryNominees,Name,releaseYear,Genre1,AdjustedTotalGross
tt2106420,2012,Church of Sweden Film Award,,True,True,Flicker,nm1350278,Patrik Eklund,Flicker,2012.0,Comedy,26196
tt2226437,2012,Dragon Award,Best Nordic Film,True,True,The Orheim Company,nm2043473,Arild Andresen,The Orheim Company,2012.0,Drama,1199743
tt1729226,2012,Dragon Award,Best Nordic Film,False,False,10 timer til Paradis,nm1323584,Mads Matthiesen,10 timer til Paradis,2012.0,Drama,41664
tt2009643,2012,Dragon Award,Best Nordic Film,False,False,Either Way,nm2619779,Hafsteinn Gunnar Sigurðsson,Either Way,2011.0,Comedy,12516
tt2142955,2012,Dragon Award,Best Nordic Film,False,False,Stars Above,nm0134503,Saara Cantell,Stars Above,2012.0,Drama,142906
tt1375669,2012,City of Gothenburg Award,,True,True,Simon & the Oaks,nm0645038,Lisa Ohlin,Simon & the Oaks,2012.0,Drama,3052016
tt1859522,2012,Lorens Award,,True,True,Kiss Me,nm1426206,Josefine Tengblad,Kiss Me,2012.0,Drama,438140
tt2424906,2013,International Debut Award,,True,False,Dog Flesh,nm3158271,Fernando Guzzoni,Dog Flesh,2013.0,Drama,2561
tt2219514,2013,International Debut Award,,False,False,Fill the Void,nm5112815,Rama Burshtein,Fill the Void,2012.0,Drama,5493857
tt2328922,2013,International Debut Award,,False,False,It Felt Like Love,nm2151374,Eliza Hittman,It Felt Like Love,2014.0,Drama,73145
tt1783422,2013,International Debut Award,,False,False,Two Lives,nm0530981,Georg Maas,Two Lives,2013.0,Drama,1855330
tt2258858,2013,International Debut Award,,False,True,Wadjda,nm2223783,Haifaa Al-Mansour,Wadjda,2012.0,Comedy,8665527
tt2191332,2013,International Debut Award,,False,False,Watchtower,nm1959064,Pelin Esmer,Watchtower,2013.0,Drama,62735
tt2216240,2013,Audience Award,Best Nordic Film,True,True,A Hijacking,nm2105585,Tobias Lindholm,A Hijacking,2013.0,Drama,3443351
tt2650986,2013,FIPRESCI Prize,,True,True,Northwest,nm1840064,Michael Noer,Northwest,2013.0,Others,1580763
tt1411274,2013,Dragon Award,Best Nordic Documentary,True,True,Finnish Blood Swedish Heart,nm0740110,Mika Ronkainen,Finnish Blood Swedish Heart,2013.0,Others,57484
tt2750090,2013,Dragon Award,Best Nordic Documentary,False,False,Nowhere Home,nm0646444,Margreth Olin,Nowhere Home,2012.0,Others,132142
tt2560440,2013,Dragon Award,Best Nordic Film,True,True,Before Snowfall,nm2106742,Hisham Zaman,Before Snowfall,2013.0,Drama,69358
tt2378177,2013,Dragon Award,Best Nordic Film,False,False,8-Ball,nm0521803,Aku Louhimies,8-Ball,2013.0,Others,793318
tt2188723,2013,Dragon Award,Best Nordic Film,False,False,All That Matters Is Past,nm0994537,Sara Johnsen,All That Matters Is Past,2012.0,Drama,282662
tt2377396,2013,Dragon Award,Best Nordic Film,False,False,I Belong,nm0369326,Dag Johan Haugerud,I Belong,2012.0,Comedy,441334
tt1764275,2013,Dragon Award,Best Nordic Film,False,False,The Deep,nm0466349,Baltasar Kormákur,The Deep,2013.0,Others,782301
tt2125608,2013,City of Gothenburg Award,,True,True,Searching for Sugar Man,nm0070594,Malik Bendjelloul,Searching for Sugar Man,2012.0,Others,14464641
tt2085002,2013,Lorens Award,,False,False,Eat Sleep Die,nm0959742,China Åhlander,Eat Sleep Die,2012.0,Drama,64382
tt2070768,2013,Lorens Award,,False,False,Palme,nm1626477,Fredrik Heinig,Palme,2012.0,Others,3592075
tt1966637,2014,International Debut Award,,True,False,A Street in Palermo,nm3061633,Emma Dante,A Street in Palermo,2014.0,Comedy,580997
tt2846996,2014,International Debut Award,,False,False,Age of Panic,nm2630323,Justine Triet,Age of Panic,2014.0,Comedy,1927
